ID	NAME	KR NAME	FACT	EP	TYPE	R	HP	SIZE	LIM	A	D	S	LV	PT	Ability	Flavor	Upgrade
300700	Praying Helena	기도의 헬레나	Darklore	15	Follower	R	-	4	1	6	3	9	3	33	Before attacking, a random allied Follower other than this one gets ATK +2/STA +2 and is sent to the top of your Deck. This card gets ATK/STA increased by half the SIZE of the sent card (rounding down). // Before defending, the first Follower in your Deck is sent to the first empty Slot in your Field and gets ATK -1/STA -1.	[In my foolishness, I've called forth a false being. Please let my prayer reach everyone...]	5
300701	Chuseok Asmis	추석의 아스미스	Vita	15	Follower	EV	-	3	1	5	2	9	1	20	Before attacking, this card gets SIZE -1. The defender gets DEF decreased  by the difference between this card's current SIZE and original SIZE. // Before defending, this card's SIZE gets changed to its original value. This card gets ATK/STA increased by the change in SIZE.	[How is it, how is it? Pretty? Cute? Thank you very much! There's no clothes that don't look good on me!]	6
300702	Chuseok Linus	추석의 리누스	Academy	15	Follower	EV	-	3	1	6	2	8	1	20	Before attacking, this card gets ATK increased by the difference between the defender's current ATK and original ATK (by a maximum of 5). // Before defending, this card's ATK gets changed to its original value. This card gets STA increased by the change in ATK.	[This is a hanbok? It's a bit uncomfortable to move around in, but I like it.]	6
300703	Chuseok Rose	추석의 로제	Crux	15	Follower	EV	-	4	1	8	1	10	1	20	Before attacking, this card's DEF gets changed to its original value. This card gets ATK/STA increased by the change in DEF. // Before defending, the attacker gets ATK decreased by the difference between this card's current DEF and original DEF. This card gets DEF +1.	[Sister, do you like those clothes?] [Yes, they're beautiful. Thank you, Cinia. Give Ophelia my thanks.]	6
300704	Chuseok Helena	추석의 헬레나	Darklore	15	Follower	EV	-	3	1	7	1	8	1	20	Before attacking, the defender gets DEF -1. This card gets ATK increased by the difference between the defender's current DEF and original DEF. // Before defending, this card gets STA increased by the difference between the attacker's current ATK and original ATK.	[This is a gift from the believers...? They're very nice clothes... Thank you. But doesn't this headband seem to be unrelated to the clothes?]	6
300705	2nd Princess Hanobelle	제2 황녀 하노벨	Empire	16	Follower	IM	-	3	1	6	1	6	1	50	Before attacking, the following effect is applied a number of times equal to this card's Upgrade Level: "A random allied or enemy Follower gets STA -1." // Before defending, this card gets ATK/STA increased by its Upgrade Level. This skill is removed.	[I am the second princess of Lazion, Hanobelle. Welcome to the Empire. Are you from the Alliance?]	5
300706	Library Club Gatekeeper	도서관의 문지기	Vita	16	Follower	UC	-	2	3	4	1	7	1	3	Before attacking, all cards on your Field get their SIZE set equal to the number of Spells in the bottom 6 cards of your Deck (to a minimum of 1). This skill is removed. // Before defending, this card gets STA +1.	[My duty is to guard the front door of the library. However, it looks like you used the back door. That's not my duty, so I have no interest in you.]	1
300707	Lady Marie Lunen	레이디 마리 루넨	Academy	16	Follower	UC	-	4	3	6	2	8	1	3	Before attacking, all allied cards with "Lady" in the name get SIZE -1. This card gets ATK increased by the total SIZE reduction. This skill is removed until the start of the next turn.	[When there are no attendants around, it is very lonely. On those days, she eats Pe__ro Royle Chocolate. Pe__ro Royle chocolate costs 3000 GP per 5.]	1
300708	Blue Cross Floria	청십자회 플로리아	Crux	16	Follower	UC	-	4	3	7	2	10	1	3	Before attacking, if you have 1 or less Shuffles, this card gets ATK -2. This skill is removed. // Before defending, if you have 1 or less Shuffles, this card gets STA -2. This skill is removed.	[My sister Florence is amazing. With just this glove and my sister, it seems like anything is possible.]	1
300709	GS Research Chief Nitro	GS연구소장 나이트로	Darklore	16	Follower	UC	-	3	3	4	3	6	1	3	Before attacking, all cards in your Hand with "GS" in the name are sent to the bottom of your Deck. If this happens, this Follower gets ATK/STA increased by 1 plus the number of sent cards. // Before defending, the last Follower in your Deck with "GS" in the name is sent to the first empty Slot in your Hand.	[If we had enough time and money, then we wouldn't be in this disgraceful situation! Just wait and see next time!]	1
300710	Cook Club Ace	요리연구부 에이스	Vita	UE3	Follower	C	-	3	3	4	1	10	1	1	Before attacking, this card gets ATK increased by its own DEF.	[Cut the sky in half! Shake the earth! The cooking of the cosmos!]	2
300711	Library Manager Amrita	도서관 관리자 암리타	Vita	UE3	Follower	UC	-	5	3	7	1	9	1	3	Before defending, if this card has 1 skill, it gets STA +3. This skill is removed. // Before defending, if this card has 2 skills, it gets STA +3. This skill is removed. // Before defending, if this card has 3 skills, it gets STA +3. This skill is removed.	[This is only the 1024th book. How many more books do I have to read before those people get here?]	1
300712	Cook Club Aras	요리연구부원 아라스	Vita	UE3	Follower	R	-	4	1	5	2	10	3	33	Before attacking, all allied Followers get ATK +1/STA +1 and gain the skills of the first Follower in your Deck. This skill is removed.	[Oh, you're here senpais? I tried cooking for you all.]	6
300713	Star Lady Chirushi	별의 레이디 치루시	Academy	UE3	Follower	C	-	5	3	6	3	9	1	1	Before attacking, the defender gets ATK +2/STA +2. // Before defending, the attacker gets ATK -2/STA -2.	[Madou! Destruction! You'll have a tough time dealing with the power of the stars!]	2
300714	Lady Cinia Pacifica	레이디 시니아 퍼시피카	Academy	UE3	Follower	UC	-	3	3	5	1	9	1	3	Before attacking, a card in your Deck with "Cinia" in the name is sent to the bottom of your Deck. If this happens, the defender gets STA decreased by half the sent card's SIZE (rounding up).	[Since Cinia kept throwing out the clothes that Linia gave her, Linia took some drastic measures. She made all of the dresses in her closet disappear.] [Linia!]	1
300715	Maid Seron and Coco	메이드 세론과 코코	Academy	UE3	Follower	R	-	3	1	7	0	10	3	33	Before attacking, if you have an Academy Character, a random active allied Follower is deactivated. If this happens, this card gets ATK increased by half the deactivated card's ATK (rounding down) and gets STA increased by half the ATK increase (rounding up).	[The maids got a vacation, so Seron and Coco went to Linia's private beach.]	6
300716	Crux Knight Oclette	크룩스 기사단 오클렛	Crux	UE3	Follower	C	-	2	3	3	1	7	1	1	Before attacking, if the Turn Number is odd, this card gets ATK +1. // Before attacking, if the Turn Number is even, this card gets ATK -1.	[She is a knight who uses a sword of light. Her sword has the power to cut light.]	2
300717	Dreaming Pintail	꿈꾸는 핀테일	Crux	UE3	Follower	UC	-	4	3	7	2	4	1	3	Before attacking, if the defender's total DEF+STA is less than or equal to this card's ATK, a card called "Good Job" is created in the first empty Slot in the enemy Field and deactivated. This skill is removed until the start of the next turn.	[Pintail dreams today, too. She dreams that she's been discharged from the knights, and she can spend time peacefully in Crux. Yet, even in her dreams, she can't take her uniform off.]	1
300718	Hanbok Luthica	한복의 루티카	Crux	UE3	Follower	R	-	3	1	5	2	8	3	33	Before attacking, the defender gets DEF -1. If the defender's DEF is at least 0, this Follower gets ATK +2. // Before defending, the attacker gets DEF -1. If the attacker's DEF is 0 or less, this Follower gets STA +2.	[This is called a hanbok? I envy the place where Ophelia lived, where they have beautiful clothes like this.]	6
300719	Overpowered Aletheian A-GA	제압당한 천리교도 에이가	Darklore	UE3	Follower	C	-	2	3	3	2	5	1	1	(none)	[Where are your friends?] [Kyaa!? Who is it? These vines are creepy!]	2
300720	Ancient Conundrum	고대의 코넌드럼	Darklore	UE3	Follower	UC	-	3	3	6	1	7	1	3	Before attacking, up to 5 cards in your Grave and the enemy Grave are removed from the game. This card gets ATK/STA increased by half the number of removed cards (rounding up). This skill is removed.	[This super logical slab seems like it's alive and moving! What's written here? It says, "Please wait a moment." What could this mean?]	1
300721	Swimsuit Undertaker	수영복의 언더테이커	Darklore	UE3	Follower	R	-	5	1	6	3	10	3	33	Before attacking, if you have a Darklore Character, the first 2 cards in your Hand are sent to the bottom of your Deck. If this happens, a random enemy Follower gets deactivated and gets ATK -1/DEF -1/STA -1. // Before defending, the first Follower in your Deck is sent to the first empty Slot in your Hand. This card gets STA increased by the number of cards in your Hand minus 1.	[If I say "Go!", then you have to respond with "Yes, maam!"]	6
300722	Girl of Gray, Ann	잿빛 소녀 앤	Neutral	16	Follower	EV	-	4	2	6	3	10	3	20	Before attacking, the enemy Deck is completely shuffled. The defender's ATK/DEF/STA are changed to random values between 0 and twice their current values.	[The fluttering of the bird's wings stirred ripples within the heart of the girl who had fallen into the depths. Those waves would never settle down.]	6
300723	Anyte Annus	아나이트 애너스	Vita	16	Follower	C	-	2	3	6	2	3	3	1	Before defending, this card gets STA +3. There is a 33% chance that this skill is removed.	[Take my staff card. Don't buy anything unnecessary. Especially you, Sita.]	1
300724	Culture Festival Supervisor Rianna	문화제 담당 리안나	Vita	16	Follower	UC	-	3	3	5	2	6	3	7	Before attacking, if the defender has at least 2 DEF, the defender gets STA -3.	[A... Annus, are you only sending 3 girls?] [Do you want to go, Rianna?] [Ah... I have to prepare for the culture festival... ack]	3
300725	Cookie Hunter Sita	쿠키헌터 시타	Vita	16	Follower	R	-	3	2	7	0	10	3	13	Before attacking, enemy Followers in even or odd Slots (50% of either) get STA -2. // Before defending, enemy Followers in even or odd Slots (50% of either) get ATK -1.	[The feeling of happiness from a mountain of cookies, the feeling of satisfaction from being full, the feeling of anticipation for the cookies that are remaining. She wants to express these complex feelings, but her mouth is busy.] [I want to eat more...]	5
300726	Maid Arte	메이드 아르테	Academy	16	Follower	C	-	5	3	8	2	10	3	1	(none)	[Sister Seron! What's it like working at master Linia's mansion? I want to be recognized like you so I can work at master Linia's mansion, too!]	3
300727	Lady Serbia	레이디 세르비아	Academy	16	Follower	UC	-	3	3	6	0	11	3	7	Before attacking, if the defender has at least 2 DEF, the defender gets STA -3.	[It's been a while since I've played beach volleyball. Did you forget about the prize if I won?]	2
300728	Lady Seresty	레이디 세레스티	Academy	16	Follower	R	-	4	2	7	3	8	3	13	Before attacking, the defender gets SIZE -1/STA -2. If you have an Academy Character, the enemy Character gets LIFE -1.	[It's been a while since I've had a vacation, but the city is really boisterous today. I'll head back.]	5
300729	Knight Engineer	기사단의 공병	Crux	16	Follower	C	-	3	3	7	-1	7	3	1	Before defending, this card's DEF is set equal to the attacker's DEF.	[They say our national strength is our stamina, but isn't it our charm?]	4
300730	Blue Cross Ferris	청십자회 페리스	Crux	16	Follower	UC	-	4	3	5	2	12	3	7	Before attacking, if the defender has at least 2 DEF, the defender gets STA -3.	[Your deadline is 2051 cm.]	4
300731	Knight Agent Mytyl	기사단의 요원 미틸	Crux	16	Follower	R	-	5	2	8	1	12	3	13	Before defending, if this card's Slot number is even, it gets ATK +1/STA +1. // Before attacking, Followers neighboring this card get ATK -1/STA -1. This card gets ATK/STA increased by twice the decrease.	[I can still be of help, even though I have a faint existence. Right, staff sergeant?]	5
300732	Crescent Nazo	크레센트 나조	Darklore	16	Follower	C	-	2	3	4	0	8	3	1	At the start of the turn, all allied Followers with "Scardel" in the name get ATK +1/STA +2. All allied Followers without "Scardel" in the name get ATK -1/STA -2.	[Our new home is pleasant and always dark. I have to find a good spot quick.]	2
